etag,videoId,publishedAt,channelId,title,description,channelTitle,publishTime
8_ohqE9nRoywq3MKl7aIisOxY8g,L8lG9EKZ9Mw,2018-09-14T14:11:43Z,UCS958q8ObLEBrdz10EM03dg,Phatt Lenny - Round And Round (Official Video),"House shootingstar Phatt Lenny has landed smoothly in the music biz with several highly acclaimed new versions of tracks like Clean Bandit's ""Rockabye"" or ...",JOMPSTA,2018-09-14T14:11:43Z
M-SM2eR69dYAl59JbKvfYC03Krs,xDLtGnlGpcM,2020-04-16T18:28:35Z,UCpZ0mKQlV7rEFGOups0cOFg,CJP Mitchell ft. Karva - Sugar and Spice - Official Music Video,SUGAR AND SPICE - Produced by CJP MITCHELL featuring KARVA. Release date: Monday 4th May 2020 Juno Download: ...,Chezbo Records,2020-04-16T18:28:35Z
syBuU87i2LWUEzXvx9NSUcAFVvw,UEaGMYa7Uzw,2020-09-06T02:04:53Z,UCn4W72zQ1vssNmEd_f-04mA,New Music: Fresh Cunt ft. Alpha Blue and Sky Axiom (Official Video),Enjoy the world premiere of the global hit Fresh Cunt available soon on iTunes. Free distribution license for this song is granted to public as a parody of an ...,ALPHA BLUE MUSIC,2020-09-06T02:04:53Z
CvvDzIGTJVz-nbbUh5hNMkAmZpY,UR1Bcm4jYS8,2020-02-13T05:26:43Z,UCtq3ZYEVINku9GLaQhD_NwQ,GANGSTER YAAR | OFFICIAL MUSIC VIDEO | ASR and AJ STAR | MUSIC BY AJ STAR,"So, we're here after a very long time with something banger for all of you. THe boYs oF HOWRAH - 06 Title : GANGSTER YAAR Artist : ASR and AJ STAR ...",A J S T A R,2020-02-13T05:26:43Z
pTvFUl844qkEqh_NVEiRJDk8dsM,BaZbkFYxUsg,2016-08-17T07:02:53Z,UCYO-o6QVesUIGkLkhaq23jA,Skrillex and Diplo ft. Zayn Malik - Fly High (Official Video),Zayn Malik New song 2016 Zayn Malik leaked song 2016 Skrillex and Diplo leaked song 2016 Jack U Leaked song 2016 Jack U Skrillex and Diplo World tour ...,Electronic Dance Music,2016-08-17T07:02:53Z
ujOP9X45NB84lATJunNFbiF3hxg,5gIo1LdM_fs,2018-09-04T13:30:52Z,UChVyTtWDJzdx6iXF9NoE_NA,Niiko x SWAE and Alicia Madison- Flavor (Official Music Video),Stream Flavor with Niiko x Swae and Alicia Madison on all platforms here: https://ffm.to/saveflavor.,Niiko x SWAE,2018-09-04T13:30:52Z
48Lpb9wa7sTjnhREANhIGSlIycY,lEfOKcaM3Po,2019-11-06T03:51:20Z,UC0hwan9U5py4-fex0SaNEiw,DjskorpioOns Ft Afrika Bambaata - Just Get Up And Dance (Official Video),DjsKorpioOns and Sony Music present the official video for Just Get Up And Dance. DJ/Producer ||| This video is the property of Dj Skorpion and Sony Music and ...,DjsKorpioOns Producer/Remixer,2019-11-06T03:51:20Z
U1zTS61YD7qvOEXv4xo290CMq5I,Ox7J-61hezo,2014-10-31T17:40:42Z,UCS6R2iiAJ1FvEYl4B3zmljw,Mouse on Mars &amp; Eric D. Clark “Lost And Found” (Official Video),Click here to subscribe to THUMP: http://bit.ly/Subscribe_to_THUMP Mouse on Mars are the most radical legends of electronic music. For their video to “Lost And ...,THUMP,2014-10-31T17:40:42Z
5DgYEhAtb8GEnBuvbUK03hxBkNg,1bEfDguvZ3E,2020-04-23T16:01:30Z,UCNd0qqcBpuXCWPM76lDUxqg,Tom Budin &amp; Lucky Luke - MILK AND HONEY (Official Video),"For any business inquiries, photo and song submissions or anything else, please do not hesitate to contact us - Info@LithuaniaHQ.com #LithuaniaHQ ...",Lithuania HQ,2020-04-23T16:01:30Z
a7LSdVHtyp4dsCgSpvDLXPtZBmg,_qG3ofp4Wyc,2020-04-27T20:19:19Z,UCHrFQoJMB_X0ggQ9Ucwdjsw,Sweet Escape (Official Video) by Nellie S and Benny Levs,Official music video for Sweet Escape by Nellie S and Benny Levs.,Nellie Mar,2020-04-27T20:19:19Z
INuAx0TQ_4bMr98MUYBAI6y8QEs,C2wQHLZ_Mxk,2018-12-13T21:38:17Z,UC7bd7F_VAIrHiXzObhWQnpg,Refuzion - Crash And Burn (Artix UK Hardcore Bootleg) (OFFICIAL MUSIC VIDEO),Vietnam's ARTIX strikes again with an Emotional UK Hardcore take on Atmozfears RELEASE! Be sure to hit his pages and show him some love for all these ...,Justice Hardcore,2018-12-13T21:38:17Z
dGP0uMW8U0us1YrRu71YuiGFJKY,9XQRAbx2EWk,2020-05-04T22:58:31Z,UC5sYWLTHzmf00g4a0yu3HQQ,You - DJ Disciple And Angela Johnson Official Video,"DJ Disciple And Angela Johnson - You Song: You Artist DJ Disciple feat. Angela Johnson Lyrics: You, you are the pride and joy of my life No one has ever made ...",Dj Disciple,2020-05-04T22:58:31Z
c056cXgUxaLoKCBvoCXqPktomkk,pyWYcRDT9sA,2016-11-25T20:00:01Z,UC0XKvSq8CcMBSQTKXZXnEiQ,[Drum And Bass] Zombie Cats - Alive (Official Video),Zombie Cats are stalking the night again and no warm creature is safe whilst they are ALIVE! • http://btprt.dj/2foAu6w Subscribe now! Click here: ...,MA Music,2016-11-25T20:00:01Z
L3MIA_r5HaWn6SAD6rgx9hv47uM,RQ3EexN4nAU,2012-10-06T08:09:51Z,UCbTDnVoxHzcV3-m5rbVqpGQ,Jamerson and Twinki- Boys with Bats (official music video),www.soundcloud.com/jamersonmix.,jamersonharrell,2012-10-06T08:09:51Z
PJy9IYfendZigamZcvnsydinHXU,rFSbDJ9hDD4,2019-04-15T20:21:58Z,UCKFu-mkE2RoDf1KWsN99aQw,ARSHIM AND Chitresh-Dreamcatcher(official music video),HOPE U GUYS LIKE IT. . Initial programming-Chitresh . plzz leave a review . FOLLOW ME ON INSTAGRAM:- https://www.instagram.com/arshim_music/ .,ARSHIM,2019-04-15T20:21:58Z
6VM7l38wTDbeNrfTBR0947BFXrQ,MXOT1nnrB8w,2016-04-18T14:13:39Z,UC9pyiweI-NU42NfMoIJbWcg,Blonde and Craig David - Nothing Like This (Official Video),Blonde and Craig David - Nothing Like This (Official Video) Stream on Spotify : http://smarturl.it/sNLT Download on iTunes : http://smarturl.it/iNLT Listen on Apple ...,Blonde,2016-04-18T14:13:39Z
efKbqNKPTXfLG_OY3cm5mhAFesI,VypcQGGcVak,2019-01-11T12:10:38Z,UC25lQPJ5W0qIQsJCLlS2sCQ,AMBROSE ZALDUA AND TONY WOLF / RAIN DROP (OFFICIAL VIDEO),This song is a collaboration between Tony Wolf (Bulgarian producer) and Ambrose Zaldua (UK producer) in which we try and capture the feelings of a young ...,Rebel Army,2019-01-11T12:10:38Z
AGIvN9O3QPJ29wpBY46ZO3YwdW8,Ry-hAz-j58s,2020-07-30T14:00:05Z,UCYO2Cp6-1N9YPl_YofyaxzQ,Dan Balan  – Hold On Love (Robert Georgescu and White Remix) || Official Video,Composed by: Dan Balan Lyrics by: Dan Balan/Corey Gibson Produced by: Dan Balan Mix and Mastering: Valentin Valuta © & (P) 2020 INAMEIT It sleeps more ...,I NAME IT,2020-07-30T14:00:05Z
RPshdTBmDM7A8aopu50u8vTsxk0,KO-b3L4yjKs,2019-03-12T18:47:54Z,UCE_riWPttkQPpULnfKEF7ng,Lord Helmet | Royal Thunder OFFICIAL VIDEO (ft. Lorde and Imagine Dragons),"Original music by Lord Helmet. All instruments and music performed by Lord Helmet. Vocal mashup of Lorde, ""Royals"" and Imagine Dragons, ""Thunder"".",Lord Helmet,2019-03-12T18:47:54Z
4iZfXHB9dlhUI0LM2zCRGeyTWjY,4nZn0X-jpw8,2015-03-19T03:11:46Z,UC-QTDmu6W06exeBZ978W75w,BBE feat  ZoeXenia - 7 Days and One Week [Official Video],"-- Subscribe now to keep up with the best of WILD - it's past, the present and the future WILD first began as a test FM radio station in Sydney & changed the ...",Wild FM,2015-03-19T03:11:46Z
IK-fKV1wWQwz5mi9XTNyPMt_Q6I,2ZpNffpGk50,2017-02-23T13:00:50Z,UCdYhoYyffmC2BRUewzST2IA,Bedheadz &amp; MESSUP - And You Know (OFFICIAL VIDEO) ft. Samin Al Sabah,"TITV presents “And You Know” by Bedheadz & MESSUP ft. Samin Al Sabah. Filmed, Edited & Directed by Taha Ismail. Download the song for free here: ...",tahaismail.tv,2017-02-23T13:00:50Z
ABVdBv_2ZlnN--ypwq_vQM1c8TU,G_xgyGf2ams,2012-12-09T19:26:49Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Modana and Carlprit - Hot Spot (Official Video HD),"Get it on iTunes: https://itunes.apple.com/de/album/hot-spot-remixes/id580793409?uo=6&at=1l3vb52&ct= ▻ Follow #Kontor Records Spotify, Apple Music & Co: ...",Kontor.TV,2012-12-09T19:26:49Z
MdIe88XeIfWGUzPXCTu7z9iQGEU,fP1O05qHT8s,2020-10-31T22:05:18Z,UCidDkFdFpQflc2DvZM0oQeA,10Drilz  - Tents (feat. Joe Rogan and Tim Dillon) [Official Music Video],Trick or Treat . Halloween Special   . Baltimore Club Mix featuring Joe Rogan and Tim Dillon . Download for Free!,10Drilz,2020-10-31T22:05:18Z
lMFCsBB12rz1c2Jv79tGNIHAZkU,3PWBWTza-0s,2020-04-12T02:03:31Z,UCByOO02JcYBaeQ5C8Il1QAw,Selena Gomez - Who Says (Official Video) And Boyfriend With Lyrics | 2020,I wouldn't wanna be anybody else. You made me insecure Told me I wasn't good enough But who are you to judge When you're a diamond in the rough I'm ...,MANNU TV,2020-04-12T02:03:31Z
hSQpGWndeqWFEm9DdBFNYayLRI8,20S_G5Wt6Sw,2020-04-12T11:30:17Z,UCkcb_ELDmFlY4iji79y1zLg,FresHit and SUMiT KANADA - Forever young (Official video),Thanks for watching Follow sumit kanada here :- YouTube :- https://www.youtube.com/channel/UCSJfntf3irRxQiC3zIDf3Eg Instagram:- ...,Zarvy,2020-04-12T11:30:17Z
YI79Gi8JyG6UZSIdiS9IoK_FnYE,0cn_6aOivWY,2021-02-12T15:00:25Z,UCYO2Cp6-1N9YPl_YofyaxzQ,Romaryo ft. Robert Georgescu and White - Hammanda || Official Video,Romaryo ft. Robert Georgescu and White - Hammanda Music by: Robert Georgescu Romaryo Dj White Lyrics: Robert Georgescu Romaryo Dj White ...,I NAME IT,2021-02-12T15:00:25Z
chV3W4gzWLAjIwix87nULlIcEtc,On8q_Tqt5x8,2018-10-26T08:26:51Z,UCSDGoSr7jDTb3dcCVPuQj4Q,Metarp - And we push it (Official Video),Enjoy the music and Keep some noise !! - Like - Share - Subscribe Follow Metarp Instagram : http://bit.ly/2COt6NJ Facebook : http://bit.ly/2JlAZM5.,METARP,2018-10-26T08:26:51Z
gE0ljrjuZH9-R7lo6VLkPg9EtdU,hIKINnvmH9A,2017-08-14T18:47:03Z,UCxmhQwkw5M7ohZceZoSVlUw,Acai Jiyad xc - Sorry Ms.Jasmin (official video ft. Pewdiepie and Marzia),hey i'm Acai Jiyaad (first name pronounced Ah-Sigh) instagram : @acai.jpg twitter : @acai.jpg Hit me up if you'd like to work with me i made this to submit into ...,Acai Jiyaad,2017-08-14T18:47:03Z
3Ww26iEVjSrTqk6wV0Gqj8K4MVA,ZC1XpOSS5OM,2020-07-17T23:47:39Z,UCoGozpWqPPJIthqmKqCfDAg,Money and Drugs official music video,i need 'em Music: Davy XL Video: Davy XL.,Davy XL,2020-07-17T23:47:39Z
loTMF4qOZsRzp-XtdzMb_FejZ1Q,nMoyz0CLzLU,2019-04-30T18:04:42Z,UCrMm3DNDHYWWzZ1PpmRcHBg,Ronokjahan and Bebe Rexha I Believe you (official music video),"FREE DOWNLOAD : https://hypeddit.com/track/019sj6 Please watch: ""Ronokjahan You're my day (official music video)"" ...",Morshed Jahan Ronok,2019-04-30T18:04:42Z
dnEZueYz8n1yGdOaSfE6POy5aMk,rJorveZ5RnQ,2015-03-08T03:03:34Z,UCMQGALdoLiC4cp7cexzPzLQ,Crazy State (Official Music Video) Eli Lucas ft. Alcee Hastings and Michael C. Burgess,Here's my new original song with our country's finest representatives from Congress as the vocalists. I made the music and mixed everything myself. This was for ...,eli.,2015-03-08T03:03:34Z
dYVMHVgfpEWZz_GsDxibqYLj2KA,lQZ6-C7sDNY,2015-05-28T15:59:51Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Scooter and VASSY - Radiate (SPY Version) (Official Video HD),▻SCOOTER LIVE 2021 08.05.21 DE - Dresden //Junge Garde (Nachholshow) 12.06.21 HU - Budapest Park // Budapest 19.06.21 PT - EDC Europe // Praia da ...,Kontor.TV,2015-05-28T15:59:51Z
eXzY4dJlbd8AUo7VVrkaDWeezFw,WHXEn1RkxQg,2017-04-19T11:05:15Z,UCufzEO9-_Rs9xNsoPW8BJ-Q,Cezarani &amp; Maoli - Love For You And Me Ft. TR  ( Official Video / Lyric ),Cezarani & Maoli - Love For You And Me ( Official Video / Lyric )   ΞFollow me https://www.fb.com/MyLife.Productions https://www.fb.com/KrisioLOfficial ...,MyLife Production,2017-04-19T11:05:15Z
qztR-mWtvXS2GU9-qyqnCpd3Q5E,gE0Q7wBKujM,2021-03-24T05:22:38Z,UC2UJCTU2niUi0KKjKT-wS6w,ISHAR - Love And Rain (Official Music Video),"Hello Everyone, Enjoy the fourth of my original track ! ""Love and Rain"" ""Love and rain"" tells the story of how love and rain are always related, when we fall in love ...",Izu Project,2021-03-24T05:22:38Z
Kn8lICMTB7moKJ0kB0T9NVXzcl0,nh2bNcvJ_Lc,2020-01-07T05:00:14Z,UCPLNYW1ons2HyAGyKKOgzsA,Marcosd - Bitch And Queen Feat. Melissa (Official Video),Official Video Clip - Bitch And Queen Marcosd & Melissa Listen Now The Album (Young Wild Free) On All Platforms : https://lnkfi.re/youngwildfree Follow Us On: ...,Marcosd,2020-01-07T05:00:14Z
LRi6IrXcMEvlud62LjxOB8Z25R0,V64Iky_WlLs,2019-03-31T07:36:31Z,UCojXNLMQ2LOaAy1GD33duuA,Alan Walker and K 391 Ft Emelie Hollow  - Lily (Official Video Lyric Visualizer),Music Record Alan Walker and K 391 Ft Emelie Hollow - Lily (Official Video Lyric Visualizer) Lily is a daughter of work who grew up in the kingdom and then the ...,Music Record,2019-03-31T07:36:31Z
DaSeIUxyLTiIW_Cv3U1Zc0fHciM,dFJBm1nTSDQ,2017-06-15T16:01:08Z,UCURgt1YLZedzSYAXfAgSrSQ,Henderson David - Smoke and Mirrors [OFFICIAL MUSIC VIDEO],"Written by David Henderson, David Toth Produced and mixed by Peter Ferencz 'Peet' at Godly Music Studios Co-produced by David Henderson, David Toth ...",David Henderson,2017-06-15T16:01:08Z
ZrwUvtXBNWfkE-OhRQ-GcUgz7Nc,0WD9JlIkOPg,2017-03-31T11:26:31Z,UCD1qWJhCVU2tRJuhp2ZEgHg,Felix and Fregonese - Morning Lights ft. Faith (Official Video),"Morning light is the newest single from music duo 'Felix and Fregonese' ft Faith, released under Distar Records. More info: http://www.felixandfregonese.com/ ...",Royal Cannon Records,2017-03-31T11:26:31Z
f6GcMhgQMOzTowZgLgeZwDDVMNI,6dVCxy0MqfM,2020-05-15T15:00:10Z,UCt8hUmML7zjM6effdZ3Ip5A,Refuzion &amp; Sound Rush - Now And Forever (Official Video),Refuzion & Sound Rush - Now And Forever - Official Hardstyle Video Clip https://DirtyWorkz.lnk.to/NowAndForeverYL ◉ Subscribe to Dirty Workz: ...,Dirty Workz,2020-05-15T15:00:10Z
gtmmyRA8MwpX2BVWRo13ZeuIcaA,mi8rcZ9KwC0,2020-06-26T19:50:39Z,UCcg0PL5qxilBIa3CvIPw9sg,"Ms Needle, Mylon - Round and Round [Official Music Video]",Okey this video was a struggle and I really forced myself to make it. It took me 4 trys to even figure out where to shoot when my original idea failed because of ...,MS_NEEDLE,2020-06-26T19:50:39Z
EICx7VoqGQ8vAEs397YVxi8edkM,G4isNxmma6Q,2020-11-20T13:53:57Z,UCWi8MqTQUdApAP-sgEOAfzA,Loris Nepa - Up And Down (Official Video),Instagram: https://www.instagram.com/lorisnepa/ SoundCloud (Free Download) : https://soundcloud.com/lorisnepa Cover by: https://www.instagram.com/imcilloz/,Loris Nepa,2020-11-20T13:53:57Z
wr4ztHFKs2I6ZzeVC07skMdi5qo,6hgaC5ViqOU,2013-05-26T00:23:03Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Vanillaz and Kosta Radman feat. Hannah Mancini - Back 2 Life (Official Video HD),TAKEN FROM KONTOR HOUSE OF HOUSE VOL. 18 +++ 42 FULL LENGTH & UNMIXED CLUB ANTHEMS PLUS SPECIAL DJ-MASTERMIX +++ INCL.,Kontor.TV,2013-05-26T00:23:03Z
3umnJjzCagGYv4QV4-CmJY_Unbc,IFkSpt44djk,2014-03-26T15:00:09Z,UC0DKn9oC2D9eZ6J-86SQbXw,"Wildstylez &amp; Noisecontrollers - Cats, Jets and Breaks (Official Video)",Hardstyle.com ▻ http://bit.ly/LCM005hardstylecom iTunes ▻ http://bit.ly/LCM005iTunes Spotify ▻ http://bit.ly/LCM005spotify Beatport ...,Lose Control Music,2014-03-26T15:00:09Z
kdeK00s7muDKFs5I55L6nExFucU,0zZxxd0yYCc,2014-10-13T11:05:02Z,UCS6R2iiAJ1FvEYl4B3zmljw,Zed Bias feat. Stylo G and Scrufizzer - &quot;Shizam&quot; (Official Video),"""Shizam"", produced by Biasonic label boss and veteran DJ Zed Bias, transforms the sounds of carnival into a cold and ferocious club banger. Bias has also ...",THUMP,2014-10-13T11:05:02Z
RVrx9spXlIFtOjpIm5jOncpByvM,6Cz-QzxEpfc,2021-02-12T16:16:07Z,UCegWLi11vgrqeyO4VQCh5Ig,Pihka Is My Name - Algorithm and Blues Official Video,"Pihka Is My Name - Algorithm and Blues Official release Feb 12, 2021 Pihka Is My Name's new single 'Algorithm and Blues' makes you dance to a cello and ...",Pihka Is My Name,2021-02-12T16:16:07Z
cDwwftzgZuF40Z-7PnYl5mmvT5g,L3vupYBjTEE,2018-01-05T13:02:13Z,UC3Cnq1kmZTcKumm2-aPeq6g,BLACK and GOLD - CSYL (Official Music Video),"From the ALBUM ""MDNGHT"" available now on iTunes and Spotify ...",BLACK & GOLD,2018-01-05T13:02:13Z
s4KYk2uR-zkDRLIYbXWyvsMRmkU,zSpqlB_mZHE,2013-03-23T00:11:41Z,UC4OJqCDlrzp4m5gO4-HIBYA,D&#39;mecAnic - Pigeons and Strings (Official Video),Pigeons and Strings www.dmecanic.com www.paranormalroom.net D'mecAnic © 2013.,DmecAnic,2013-03-23T00:11:41Z
JiOvTIoeElmpX8Qg_NDho9-V8EY,LlVCHNlZYHk,2017-11-08T16:00:01Z,UCGZXYc32ri4D0gSLPf2pZXQ,Dash Berlin feat. Arjay and Jonah - Love Out Loud (Official Music Video),'Love Out Loud' marks the latest outing of Dash Berlin. Featuring the splendid vocals of Arjay and Jonah alongside beautifully strummed guitars and a tidal wave ...,Armada Music,2017-11-08T16:00:01Z
F7oBjj5m8Q_kXCAdR2KHq_YvY_g,-yyCDvqz43k,2016-11-03T05:58:00Z,UCt6fASrkeec8btiUh8gN_Ag,Osvaldo Nugroho X Tanayu - Night And Day (OFFICIAL VIDEO),"VIDEO CLIP BY: OSVALDO NUGROHO CAMERAMAN: OSVALDO NUGROHO, MASMELLOW, INTAN MUSIC WRITTEN/COMPOSED/ ...",Osvaldo Nugroho,2016-11-03T05:58:00Z
sNt9IU3lHyFR-EBl9wvHvgTSdUU,x5WyOWVOh60,2017-06-21T15:00:05Z,UCGZXYc32ri4D0gSLPf2pZXQ,Bassjackers and D&#39;Angello &amp; Francis - All Aboard (Official Music Video),Stream more Armada Music hits here: https://ArmadaMusicTop100.lnk.to/PLYA Listen or download: https://STH103.lnk.to/AADVLMEYA Subscribe to Armada TV: ...,Armada Music,2017-06-21T15:00:05Z
Ux4Pcjkhetnl9yfSsLr8aIPOYI0,rx69C7kdnEw,2015-04-23T16:00:08Z,UCGZXYc32ri4D0gSLPf2pZXQ,Tim Maxx - Crash and Burn (Official Music Video),"Sydney based producer, songwriter and video director Tim Maxx debuts on Armada Music with 'Crash and Burn'. The record features beautiful vocals, working ...",Armada Music,2015-04-23T16:00:08Z
STyhZiWy_hPuhDInJX0gSHATLxg,qsfpoHpXFFk,2021-05-19T20:00:19Z,UC1oiUl8AAiPbYi84GuHxx1w,Di Streets and Mochi - Fire Idea (Official Video),Listen to Soulmates EP https://open.spotify.com/album/5cRxH6bXtHrqGRa5dVZSPs Di Streets: https://youtu.be/NDJPQxshn54 https://www.patreon.com/distreets ...,Di Streets,2021-05-19T20:00:19Z
N3aSZJgj6oEsojdfD1ceNDzQi0k,QprgzojxkIY,2020-05-29T04:00:31Z,UCqYtPNEG21QuqOCTLhpE6BQ,Ivan and Peter - Duck Cluck (Official Music Video),"The official music video for ""Duck Cluck"" by Ivan and Peter and DJ Flula. Stream ""Duck Cluck"" on your favorite platforms: https://ffm.to/duck_cluck Ivan and Peter ...",IvanAndPeterVEVO,2020-05-29T04:00:31Z
Z9e8ZLwcna50ikTcjBJwQzk-L34,1bSF9Z56sA0,2019-02-01T16:00:01Z,UCKCDHqcptEZv36C3qzboe9A,Sons And Kings - Home (Official Music Video),Official music video for Home by Sons And Kings Stream on Spotify: ...,Sons And Kings,2019-02-01T16:00:01Z
5bxhAzp3znutp5TN7lBiMzuCQfU,KhnsI-lZPRY,2016-07-31T08:31:04Z,UCZPet1I2ysgXCvaem3h2LDg,Pat Farrell feat. Rob Hazen - One and Only [Official Music Video],Official Music Video: Pat Farrell feat. Rob Hazen - One and Only Worldwide Release: http://bit.ly/PFOneandOnly Download: http://smarturl.it/PFOneandOnly SMS ...,Pat Farrell,2016-07-31T08:31:04Z
M-VdgrhuIayBmbMIoiqVumjvnsk,oTr7E0l-Fks,2013-04-03T06:21:05Z,UCqG1LOlaOj8EjGM_X2wmFPg,STAFFORD BROTHERS FEAT. LIL WAYNE AND CHRISTINA MILIAN - HELLO - OFFICIAL MUSIC VIDEO REMIX,FREE DOWNLOAD ON THE LINK BELOW! ENJOY! : https://soundcloud.com/therealsfm/sfm-acrossounds-vs-stafford NEW LIL WAYNE UNRELEASED TRACK ...,SFM ACROSSOUNDS,2013-04-03T06:21:05Z
gsnzJBSlImyOvVIYAOvmZt5gXiY,kWNHvIt9ryk,2015-06-02T16:59:43Z,UCgtFh14EE1o2dYFsUB6tAfQ,Claude VonStroke - Make A Cake [OFFICIAL VIDEO],Capture This NYC Director - Simon Cave @simoncave_ www.simoncave.com info@simoncave.com DP - Luke Lanter @lukelanter www.capturethisnyc.com ...,Claude VonStroke,2015-06-02T16:59:43Z
FrPc7sj3j0Tp2qy5ZV-vb-_TRCk,v-Wo60o7Ig4,2015-01-14T17:16:54Z,UCrpLkMAAVermww0JiOqh-oA,A-Trak - Push feat. Andrew Wyatt [OFFICIAL VIDEO],"Following a wide-ranging series of collaborations from Duck Sauce's disco romp to the genre twisting Low Pros project with Lex Luger, ""Push"" announces a new ...",Fool's Gold Records,2015-01-14T17:16:54Z
M94SUfWSa5yb8OBSyVIokf6U_hs,dbPfVKX2S8M,2020-04-20T02:00:11Z,UC2bp23UgZSkTddpuA2dj08A,A&#39;SOUNG -Two Tickets / 선택의길 [Official Music Video],"""My dream keep chasing me down but I ain't falling back down"". Join the Notification Squad! Click the icon so you don't miss the NEW songs from A'SOUNG!",A' SOUNG & TOETH,2020-04-20T02:00:11Z
nhlPa8x69uk1clE6gbIDxnwSJoE,UuCq8mtK8J4,2017-11-16T05:00:01Z,UCGkSXL5saM8y3VvJD_PdMFQ,"DJ Snake, Lauv - A Different Way (Official Video)","Music video by DJ Snake, Lauv performing A Different Way. (C) 2017 DJ Snake Music under exclusive license to UMG Recordings, Inc. http://vevo.ly/f5KLHM ...",DJSnakeVEVO,2017-11-16T05:00:01Z
XzKNCHV1DqSYTQRu7c-w4JByCc0,3RoLRlbGVus,2019-03-28T19:43:44Z,UC4rasfm9J-X4jNl9SvXp8xA,NGHTMRE &amp; A$AP Ferg - REDLIGHT (Official Video) [Ultra Music],NGHTMRE & A$AP Ferg - REDLIGHT NGHTMRE & A$AP Ferg - REDLIGHT by Ultra Music https://ffm.to/-redlight The Latest & Greatest from Ultra Music ...,Ultra Music,2019-03-28T19:43:44Z
U9gAuLX9BTlK-B07dTI2d8hvVao,ZBpWdwXzpMk,2011-06-14T14:32:32Z,UCpDJl2EmP7Oh90Vylx0dZtA,Bingo Players - Cry (Just A Little) (Official Music Video),The Spinnin' Records YouTube channel is the home for all music videos of the world's leading dance record label! We feature the latest music videos by ...,Spinnin' Records,2011-06-14T14:32:32Z
bz_86TxGsBTb68pwTzqCWOXGxaE,ZDdmj9n2AZQ,2020-10-31T03:00:11Z,UCNIsxWz3KBgrEB-SsLOsBVw,CL - H₩A [Official Music Video] | (EDM Release),All rights reserved.,ElectroDropMusic,2020-10-31T03:00:11Z
9K3HUnZJQ2PlkHRoPYA9AQcxhTM,rp53irFjzYg,2016-12-12T13:38:46Z,UCJ3A5ygIbWL0E-V7TLHitkw,Groove Coverage - God is a Girl (Official Video),Release: 2002.,suprimerecords,2016-12-12T13:38:46Z
3OE0TpQCzTkOz4Wx5cNCoUxC38c,I2ANOedjIng,2017-03-23T14:55:46Z,UCb3tJ5NKw7mDxyaQ73mwbRg,MaxRiven - Rhythm Is A Dancer (Official Video HD),"Get the Stream / Download here: https://ktr.lnk.to/RhyrhmIsaDancerYo ▻ Follow #Kontor Records Spotify, Apple Music & Co: ...",Kontor.TV,2017-03-23T14:55:46Z
E39xpUZUre6xYtrfwibjgIpCoYo,GGawVPg9tvE,2016-09-07T14:14:07Z,UCxmNWF8fQ4miqfGs84dFVrg,Dimitri Vegas &amp; Like Mike - Stay A While (Official Music Video),"Following a summer where Dimitri Vegas & Like Mike have truly cemented their place in the history books of electronic music, they found time to add to their ...",Dimitri Vegas & Like Mike,2016-09-07T14:14:07Z
2j59yBfcZmpkHQjhzX1z6D2YoPc,BeLfM4F-4w0,2016-09-12T22:18:33Z,UCDuTlAVxvwh_y6JkVbota9Q,F•A•M•E - ELEPHANT (Official Music Video FAME),"Official Music Video for F•A•M•E's new single, ""ELEPHANT"". F•A•M•E is: Chad Future / M!CHELLE / Langston / DJ DNA FOLLOW F•A•M•E: ...",F•A•M•E,2016-09-12T22:18:33Z
1-3KFu5q-uUgCB9-_W2HCEgbQvc,emOcz39Ygm0,2012-07-23T23:02:53Z,UCDCCLsZ0OBG8Dt-3JMc3hkA,Bingo Players - &quot;Cry (Just a Little)&quot; [OFFICIAL VIDEO],"Bingo Players (Paul Bäumer & Maarten Hoogstratenunites) unite with Big Beat Records to re-release their massive single ""Cry (Just a Little)"". Inspired by the ...",Big Beat Records,2012-07-23T23:02:53Z
7Cm5L3Tuv-LiR73FZZ4rBfmtKYU,aBcqQsL9dsU,2019-12-17T19:11:43Z,UCfiRDetbZHqjfVHOUz-kolw,LIZOT ft. Holy Molly - Menage A Trois (Official Video),Video Production by Sebastian Otto Directed & filmed by Sebastian Otto Modell: https://www.instagram.com/labellebook/. Directed by Sebastian Otto Director of ...,Club Sounds,2019-12-17T19:11:43Z
VOkTzLzi6CTr7Z7DD7E-QhFdXXQ,SYtX14OcbaE,2014-11-15T09:30:01Z,UC_MsAEyTYUBfxp9j1XwMhMw,Northbrook  - On A Train (Official Video),booking@blancoynegro.com 34.93.2254400 34.689126647 Licensing: alex@blancoynegro.com CHECK US OUT ONLINE: ...,Blanco y Negro Music,2014-11-15T09:30:01Z
0Xe-TkszfHRpvg9SKGqP9ThcKNE,3xyZ0rdvsjI,2014-06-23T07:47:16Z,UCb3tJ5NKw7mDxyaQ73mwbRg,R.I.O. feat. U-Jean - One In A Million (Official Video HD),"Get it on iTunes: https://itunes.apple.com/de/album/one-in-million-remixes-feat./id891764062?ign-mpt=uo%3D4 ▻ Follow #Kontor Records Spotify, Apple Music ...",Kontor.TV,2014-06-23T07:47:16Z
